THE PATH -- plan handplan, run 0, 786 landings
   559  THE SILENCE        29  THE SILENCE       landmark   -        167  173.0   6.0   (  -1, 172,  42)   blackstone  /full   hop      3.04  +0.0  252.01
   560  THE SILENCE        29  THE SILENCE       trestles   -        167  172.0   5.0   (  -4, 171,  42)   spruce      /full   hop      2.88  -1.0  252.41
   561  THE SILENCE        29  THE SILENCE       trestles   -        167  173.0   6.0   (  -7, 172,  42)   oak         /full   hop      2.88  +1.0  252.82
   562  THE SILENCE        29  THE SILENCE       trestles   -        167  172.0   5.0   ( -10, 171,  42)   lantern     /full   hop      2.88  -1.0  253.23
   563  THE SILENCE        29  THE SILENCE       adit       -        167  172.0   5.0   ( -13, 171,  40)   blackstone  /full   hop      3.49  +0.0  253.72
   564  THE SILENCE        29  THE SILENCE       adit       -        167  172.0   5.0   ( -15, 171,  38)   sculk       /full   walk     1.87  +0.0  254.05
   565  THE SILENCE        29  THE SILENCE       collar     -        167  172.0   5.0   ( -18, 171,  36)   blackstone  /full   hop      3.96  +0.0  254.61
   566  THE SILENCE        29  THE SILENCE       collar     -        167  173.0   6.0   ( -20, 172,  33)   iron        /full   hop      3.10  +1.0  255.04
   567  THE SILENCE        29  THE SILENCE       campline   -        167  173.0   6.0   ( -23, 172,  30)   spruce      /full   hop      4.22  +0.0  255.64
   568  THE SILENCE        29  THE SILENCE       campline   -        167  173.0   6.0   ( -25, 172,  29)   sculk       /full   walk     1.48  +0.0  255.90
   569  THE SILENCE        29  THE SILENCE       campline   -        167  174.0   7.0   ( -28, 173,  27)   blackstone  /full   hop      3.10  +1.0  256.34
   570  THE SILENCE        29  THE SILENCE       campline   -        167  173.0   6.0   ( -30, 172,  24)   oak         /full   hop      3.58  -1.0  256.84
   571  THE SILENCE        29  THE SILENCE       campline   -        167  173.0   6.0   ( -32, 172,  21)   spruce      /full   hop      3.49  +0.0  257.33
   572  THE SILENCE        29  THE SILENCE       campline   -        167  173.0   6.0   ( -33, 172,  19)   sculk       /full   walk     1.48  +0.0  257.59
   573  THE SILENCE        29  THE SILENCE       campline   -        167  173.0   6.0   ( -34, 172,  15)   spruce      /full   hop      4.26  +0.0  258.19
   574  THE SILENCE        29  THE SILENCE       ascent     design   167  173.0   6.0   ( -35, 172,  12)   lantern     /full   hop      3.04  +0.0  258.62
   575  THE SILENCE        29  THE SILENCE       ascent     design   167  175.0   8.0   ( -35, 174,   9)   blackstone  /full   bubble   2.32  +2.0  259.19
   576  THE SILENCE        29  THE SILENCE       ascent     design   167  176.0   9.0   ( -37, 175,   6)   iron        /full   hop      3.10  +1.0  259.63
   577  THE SILENCE        29  THE SILENCE       ascent     approa   167  176.0   9.0   ( -38, 175,   3)   blackstone  /full   hop      3.14  +0.0  260.07
   578  THE BELFRY         30  THE SILENCE       ascent     crossi   175  175.0   0.0   ( -38, 174,  -1)   plaster     /floor  hop      3.88  -1.0  260.62
   579  THE BELFRY         30  THE BELFRY        lychgate   -        175  176.0   1.0   ( -38, 175,  -4)   lantern     /full   hop      2.88  +1.0  261.02
   580  THE BELFRY         30  THE BELFRY        lychgate   -        175  176.5   1.5   ( -38, 176,  -7)   spruce      /slab   walk     2.32  +0.5  261.44
   581  THE BELFRY         30  THE BELFRY        nave       -        175  177.0   2.0   ( -37, 176, -10)   sandstone   /full   hop      3.37  +0.5  261.92
   582  THE BELFRY         30  THE BELFRY        nave       -        175  178.0   3.0   ( -35, 177, -13)   plaster     /full   hop      3.10  +1.0  262.35
   583  THE BELFRY         30  THE BELFRY        nave       -        175  177.0   2.0   ( -35, 176, -17)   mossy       /full   hop      3.96  -1.0  262.91
   584  THE BELFRY         30  THE BELFRY        cornice    -        175  177.0   2.0   ( -32, 176, -19)   sandstone   /full   hop      3.49  +0.0  263.40
   585  THE BELFRY         30  THE BELFRY        cornice    -        175  177.0   2.0   ( -31, 176, -21)   spruce      /full   walk     1.48  +0.0  263.67
   586  THE BELFRY         30  THE BELFRY        cornice    -        175  177.0   2.0   ( -29, 176, -24)   plaster     /full   hop      3.86  +0.0  264.21
   587  THE BELFRY         30  THE BELFRY        cornice    -        175  177.0   2.0   ( -26, 176, -27)   chiselled   /full   hop      4.12  +0.0  264.79
   588  THE BELFRY         30  THE BELFRY        landmark   -        175  177.0   2.0   ( -23, 176, -29)   sandstone   /full   hop      3.49  +0.0  265.28
   589  THE BELFRY         30  THE BELFRY        landmark   -        175  177.0   2.0   ( -20, 176, -31)   sandstone   /full   hop      3.49  +0.0  265.77
   590  THE BELFRY         30  THE BELFRY        landmark   -        175  177.0   2.0   ( -19, 176, -33)   sandstone   /full   hop      2.12  +0.0  266.07
   591  THE BELFRY         30  THE BELFRY        landmark   -        175  177.0   2.0   ( -16, 176, -34)   spruce      /full   hop      3.04  +0.0  266.50
   592  THE BELFRY         30  THE BELFRY        landmark   -        175  177.0   2.0   ( -12, 176, -35)   sandstone   /full   hop      4.00  +0.0  267.06
   593  THE BELFRY         30  THE BELFRY        cornice    -        175  177.0   2.0   (  -9, 176, -36)   sandstone   /full   hop      3.04  +0.0  267.49
   594  THE BELFRY         30  THE BELFRY        cornice    -        175  177.0   2.0   (  -7, 176, -37)   spruce      /full   walk     1.48  +0.0  267.76
   595  THE BELFRY         30  THE BELFRY        cornice    -        175  177.0   2.0   (  -4, 176, -38)   plaster     /full   hop      3.42  +0.0  268.24
   596  THE BELFRY         30  THE BELFRY        cornice    -        175  177.0   2.0   (   0, 176, -38)   chiselled   /full   hop      3.88  +0.0  268.78
   597  THE BELFRY         30  THE BELFRY        cornice    -        175  177.0   2.0   (   3, 176, -37)   sandstone   /full   hop      3.04  +0.0  269.21
   598  THE BELFRY         30  THE BELFRY        ascent     design   175  177.0   2.0   (   6, 176, -37)   lantern     /full   hop      2.88  +0.0  269.62
   599  THE BELFRY         30  THE BELFRY        ascent     design   175  180.0   5.0   (   9, 179, -38)   sandstone   /full   climb    2.45  +3.0  271.31
   600  THE BELFRY         30  THE BELFRY        ascent     approa   175  180.0   5.0   (  12, 179, -36)   sandstone   /full   hop      3.72  +0.0  271.84
   601  THE BELFRY         30  THE BELFRY        ascent     approa   175  180.0   5.0   (  15, 179, -35)   sandstone   /full   hop      3.04  +0.0  272.27
   602  WOOLWORKS          31  THE BELFRY        ascent     crossi   179  179.0   0.0   (  19, 178, -32)   wool_purple /floor  hop      4.88  -1.0  272.95
   603  WOOLWORKS          31  WOOLWORKS         dyehouse   -        179  179.5   0.5   (  22, 179, -31)   glowstone   /slab   hop      3.04  +0.5  273.38
   604  WOOLWORKS          31  WOOLWORKS         dyehouse   -        179  180.0   1.0   (  24, 179, -29)   oak         /full   walk     1.87  +0.5  273.73
   605  WOOLWORKS          31  WOOLWORKS         dyehouse   -        179  181.0   2.0   (  27, 180, -27)   quartz      /full   hop      3.10  +1.0  274.16
   606  WOOLWORKS          31  WOOLWORKS         skeins     -        179  181.0   2.0   (  29, 180, -24)   quartz      /full   hop      3.58  +0.0  274.67
   607  WOOLWORKS          31  WOOLWORKS         skeins     -        179  182.0   3.0   (  31, 181, -22)   wool_yellow /full   hop      2.71  +1.0  275.05
   608  WOOLWORKS          31  WOOLWORKS         skeins     -        179  183.0   4.0   (  33, 182, -19)   quartz      /full   hop      3.10  +1.0  275.48
   609  WOOLWORKS          31  WOOLWORKS         skeins     -        179  181.0   2.0   (  35, 180, -15)   wool_yellow /full   hop      4.45  -2.0  276.11
   610  WOOLWORKS          31  WOOLWORKS         landmark   -        179  182.0   3.0   (  36, 181, -12)   quartz      /full   hop      3.04  +1.0  276.54
   611  WOOLWORKS          31  WOOLWORKS         landmark   -        179  183.0   4.0   (  37, 182,  -9)   quartz      /full   hop      3.04  +1.0  276.97
   612  WOOLWORKS          31  WOOLWORKS         landmark   -        179  183.0   4.0   (  38, 182,  -7)   quartz      /full   hop      2.12  +0.0  277.27
   613  WOOLWORKS          31  WOOLWORKS         landmark   -        179  183.0   4.0   (  38, 182,  -3)   wool_yellow /full   hop      3.88  +0.0  277.81
   614  WOOLWORKS          31  WOOLWORKS         landmark   -        179  183.0   4.0   (  38, 182,   1)   quartz      /full   hop      3.88  +0.0  278.36
   615  WOOLWORKS          31  WOOLWORKS         vats       -        179  181.0   2.0   (  37, 180,   5)   quartz      /full   hop      4.00  -2.0  278.92
   616  WOOLWORKS          31  WOOLWORKS         vats       -        179  181.0   2.0   (  37, 180,   8)   oak         /full   walk     2.32  +0.0  279.34
   617  WOOLWORKS          31  WOOLWORKS         vats       -        179  182.0   3.0   (  36, 181,  11)   wool_yellow /full   hop      3.09  +1.0  279.77
   618  WOOLWORKS          31  WOOLWORKS         vats       -        179  183.0   4.0   (  35, 182,  14)   quartz      /full   hop      3.04  +1.0  280.20
   619  WOOLWORKS          31  WOOLWORKS         hanks      -        179  183.0   4.0   (  34, 182,  18)   quartz      /full   hop      4.00  +0.0  280.77
   620  WOOLWORKS          31  WOOLWORKS         hanks      -        179  183.0   4.0   (  32, 182,  20)   oak         /full   walk     1.87  +0.0  281.10
   621  WOOLWORKS          31  WOOLWORKS         hanks      -        179  183.0   4.0   (  30, 182,  24)   quartz      /full   hop      4.26  +0.0  281.70
   622  WOOLWORKS          31  WOOLWORKS         ascent     design   179  183.0   4.0   (  28, 182,  26)   quartz      /full   hop      2.71  +0.0  282.08
   623  WOOLWORKS          31  WOOLWORKS         ascent     stair    179  184.0   5.0   (  26, 183,  28)   wool_yellow /full   hop      2.71  +1.0  282.46
   624  WOOLWORKS          31  WOOLWORKS         ascent     stair    179  185.0   6.0   (  24, 184,  29)   quartz      /full   hop      2.12  +1.0  282.76
   625  WOOLWORKS          31  WOOLWORKS         ascent     stair    179  186.0   7.0   (  22, 185,  31)   quartz      /full   hop      2.71  +1.0  283.14
   626  THE VAULT          32  WOOLWORKS         ascent     crossi   185  185.0   0.0   (  19, 184,  34)   rawgold     /floor  hop      4.12  -1.0  283.72
   627  THE VAULT          32  THE VAULT         door       -        185  186.0   1.0   (  17, 185,  36)   glowstone   /full   hop      2.71  +1.0  284.10
   628  THE VAULT          32  THE VAULT         door       -        185  187.0   2.0   (  14, 186,  37)   blackstone  /full   hop      3.04  +1.0  284.53
   629  THE VAULT          32  THE VAULT         door       -        185  187.0   2.0   (  12, 186,  38)   iron        /full   walk     1.48  +0.0  284.79
   630  THE VAULT          32  THE VAULT         door       -        185  187.0   2.0   (  10, 186,  39)   chiselled   /full   walk     1.48  +0.0  285.06
   631  THE VAULT          32  THE VAULT         door       -        185  188.0   3.0   (   7, 187,  40)   gold        /full   hop      3.10  +1.0  285.49
   632  THE VAULT          32  THE VAULT         door       -        185  189.0   4.0   (   4, 188,  41)   glowstone   /full   hop      3.04  +1.0  285.92
   633  THE VAULT          32  THE VAULT         landmark   -        185  189.0   4.0   (   1, 188,  42)   blackstone  /full   hop      3.04  +0.0  286.35
   634  THE VAULT          32  THE VAULT         landmark   -        185  188.0   3.0   (  -2, 187,  43)   blackstone  /full   hop      3.04  -1.0  286.78
   635  THE VAULT          32  THE VAULT         landmark   -        185  188.0   3.0   (  -6, 187,  42)   gold        /full   hop      4.00  +0.0  287.34
   636  THE VAULT          32  THE VAULT         landmark   -        185  188.0   3.0   ( -10, 187,  42)   blackstone  /full   hop      3.88  +0.0  287.89
   637  THE VAULT          32  THE VAULT         ledger     -        185  188.0   3.0   ( -13, 187,  39)   blackstone  /full   hop      4.12  +0.0  288.47
   638  THE VAULT          32  THE VAULT         ledger     -        185  188.0   3.0   ( -16, 187,  39)   chiselled   /full   walk     2.32  +0.0  288.88
   639  THE VAULT          32  THE VAULT         ledger     -        185  189.0   4.0   ( -18, 188,  37)   gold        /full   hop      2.96  +1.0  289.30
   640  THE VAULT          32  THE VAULT         ledger     -        185  188.0   3.0   ( -22, 187,  35)   blackstone  /full   hop      4.35  -1.0  289.91
   641  THE VAULT          32  THE VAULT         piers      -        185  187.0   2.0   ( -24, 186,  33)   blackstone  /full   hop      2.71  -1.0  290.29
   642  THE VAULT          32  THE VAULT         piers      -        185  187.0   2.0   ( -26, 186,  31)   gold        /full   walk     1.87  +0.0  290.63
   643  THE VAULT          32  THE VAULT         piers      -        185  188.0   3.0   ( -29, 187,  29)   iron        /full   hop      3.10  +1.0  291.06
   644  THE VAULT          32  THE VAULT         piers      -        185  187.0   2.0   ( -31, 186,  26)   blackstone  /full   hop      3.58  -1.0  291.57
   645  THE VAULT          32  THE VAULT         piers      -        185  187.0   2.0   ( -32, 186,  24)   gold        /full   walk     1.48  +0.0  291.83
   646  THE VAULT          32  THE VAULT         piers      -        185  188.0   3.0   ( -34, 187,  21)   iron        /full   hop      3.10  +1.0  292.27
   647  THE VAULT          32  THE VAULT         piers      -        185  187.0   2.0   ( -36, 186,  18)   blackstone  /full   hop      3.58  -1.0  292.77
   648  THE VAULT          32  THE VAULT         piers      -        185  187.0   2.0   ( -37, 186,  15)   blackstone  /full   hop      3.04  +0.0  293.20
   649  THE VAULT          32  THE VAULT         ascent     design   185  187.0   2.0   ( -38, 186,  12)   glowstone   /full   hop      3.04  +0.0  293.63
   650  THE VAULT          32  THE VAULT         ascent     design   185  188.0   3.0   ( -39, 187,   9)   gold        /full   hop      3.04  +1.0  294.06
   651  THE VAULT          32  THE VAULT         ascent     design   185  188.0   3.0   ( -39, 187,   6)   blackstone  /full   hop      2.88  +0.0  294.46
   652  THE VAULT          32  THE VAULT         ascent     design   185  188.0   3.0   ( -40, 187,   3)   gold        /full   hop      3.04  +0.0  294.89
   653  THE BELFRY         30  THE VAULT         ascent     design   175  189.0  14.0   ( -40, 188,   0)   glowstone   /full   hop      2.88  +1.0  295.30
   654  THE WEIR           33  THE VAULT         ascent     crossi   190  190.0   0.0   ( -38, 189,  -2)   moss        /floor  hop      2.71  +1.0  295.68
   655  THE WEIR           33  THE WEIR          headgate   -        190  191.0   1.0   ( -37, 190,  -5)   lantern     /full   hop      3.04  +1.0  296.11
   656  THE WEIR           33  THE WEIR          headgate   -        190  192.0   2.0   ( -36, 191,  -8)   stonebrick  /full   hop      3.04  +1.0  296.53
   657  THE WEIR           33  THE WEIR          crest      -        190  193.0   3.0   ( -35, 192, -11)   stonebrick  /full   hop      3.04  +1.0  296.96
   658  THE WEIR           33  THE WEIR          crest      -        190  194.0   4.0   ( -34, 193, -14)   mossy       /full   hop      3.04  +1.0  297.39
   659  THE WEIR           33  THE WEIR          crest      -        190  195.0   5.0   ( -32, 194, -17)   stonebrick  /full   hop      3.10  +1.0  297.83
   660  THE WEIR           33  THE WEIR          crest      -        190  195.0   5.0   ( -30, 194, -21)   mossy       /full   hop      4.26  +0.0  298.43
   661  THE WEIR           33  THE WEIR          landmark   -        190  196.0   6.0   ( -31, 195, -23)   stonebrick  /full   hop      2.12  +1.0  298.73
   662  THE WEIR           33  THE WEIR          landmark   -        190  196.0   6.0   ( -28, 195, -26)   darkoak     /full   hop      4.12  +0.0  299.31
   663  THE WEIR           33  THE WEIR          landmark   -        190  196.0   6.0   ( -25, 195, -29)   stonebrick  /full   hop      4.12  +0.0  299.89
   664  THE WEIR           33  THE WEIR          tailrace   -        190  196.0   6.0   ( -22, 195, -30)   gravel      /full   hop      3.04  +0.0  300.32
   665  THE WEIR           33  THE WEIR          tailrace   -        190  196.0   6.0   ( -20, 195, -31)   darkoak     /full   walk     1.48  +0.0  300.58
   666  THE WEIR           33  THE WEIR          ford       -        190  196.0   6.0   ( -17, 195, -34)   mossy       /full   hop      4.26  +0.0  301.18
   667  THE WEIR           33  THE WEIR          ford       -        190  196.0   6.0   ( -15, 195, -35)   cobble      /full   walk     1.48  +0.0  301.44
   668  THE WEIR           33  THE WEIR          ford       -        190  196.0   6.0   ( -12, 195, -35)   stonebrick  /full   hop      3.23  +0.0  301.90
   669  THE WEIR           33  THE WEIR          ford       -        190  196.0   6.0   (  -8, 195, -36)   mossy       /full   hop      4.00  +0.0  302.46
   670  THE WEIR           33  THE WEIR          ford       -        190  196.0   6.0   (  -6, 195, -37)   cobble      /full   walk     1.48  +0.0  302.72
   671  THE WEIR           33  THE WEIR          ford       -        190  196.0   6.0   (  -3, 195, -37)   stonebrick  /full   hop      3.23  +0.0  303.18
   672  THE WEIR           33  THE WEIR          ford       -        190  196.0   6.0   (   1, 195, -37)   mossy       /full   hop      3.88  +0.0  303.72
   673  THE WEIR           33  THE WEIR          ford       -        190  196.0   6.0   (   4, 195, -37)   cobble      /full   walk     2.32  +0.0  304.14
   674  THE WEIR           33  THE WEIR          ford       -        190  196.0   6.0   (   8, 195, -36)   mossy       /full   hop      4.26  +0.0  304.74
   675  THE WEIR           33  THE WEIR          ascent     design   190  196.0   6.0   (  11, 195, -35)   stonebrick  /full   hop      3.04  +0.0  305.16
   676  THE WEIR           33  THE WEIR          ascent     design   190  197.0   7.0   (  14, 196, -34)   stonebrick  /full   hop      3.04  +1.0  305.59
   677  THE WEIR           33  THE WEIR          ascent     stair    190  198.0   8.0   (  16, 197, -33)   darkoak     /full   hop      2.12  +1.0  305.89
   678  BLUE RUN           34  THE WEIR          ascent     crossi   197  197.0   0.0   (  20, 196, -33)   blueice     /floor  hop      3.88  -1.0  306.44
   679  BLUE RUN           34  BLUE RUN          startgate  -        197  198.0   1.0   (  23, 197, -32)   sealantern  /full   hop      3.04  +1.0  306.87
   680  BLUE RUN           34  BLUE RUN          startgate  -        197  199.0   2.0   (  26, 198, -30)   spruce      /full   hop      3.10  +1.0  307.30
   681  BLUE RUN           34  BLUE RUN          landmark   -        197  200.0   3.0   (  29, 199, -28)   packedice   /full   hop      3.10  +1.0  307.74
   682  BLUE RUN           34  BLUE RUN          landmark   -        197  200.0   3.0   (  31, 199, -25)   packedice   /full   hop      3.58  +0.0  308.24
   683  BLUE RUN           34  BLUE RUN          landmark   -        197  200.0   3.0   (  33, 199, -22)   packedice   /full   hop      3.49  +0.0  308.73
   684  BLUE RUN           34  BLUE RUN          landmark   -        197  200.0   3.0   (  35, 199, -19)   packedice   /full   hop      3.49  +0.0  309.22
   685  BLUE RUN           34  BLUE RUN          flume      -        197  200.0   3.0   (  35, 199, -15)   packedice   /full   hop      3.88  +0.0  309.77
   686  BLUE RUN           34  BLUE RUN          flume      -        197  200.0   3.0   (  37, 199, -10)   blueice     /ice    slide    5.27  +0.0  310.30
   687  BLUE RUN           34  BLUE RUN          flume      -        197  201.0   4.0   (  37, 200,  -7)   packedice   /full   hop      2.88  +1.0  310.70
   688  BLUE RUN           34  BLUE RUN          flume      -        197  199.0   2.0   (  38, 198,  -2)   spruce      /slime  hop      4.98  -2.0  311.40
   689  BLUE RUN           34  BLUE RUN          flume      -        197  201.0   4.0   (  38, 200,   1)   blueice     /full   bounce   2.32  +2.0  312.05
   690  BLUE RUN           34  BLUE RUN          sump       -        197  199.0   2.0   (  38, 198,   5)   packedice   /full   hop      4.22  -2.0  312.65
   691  BLUE RUN           34  BLUE RUN          sump       -        197  200.0   3.0   (  38, 199,   9)   blueice     /ice    slide    3.88  +1.0  313.04
   692  BLUE RUN           34  BLUE RUN          staging    -        197  200.0   3.0   (  37, 199,  12)   blueice     /ice    slide    3.04  +0.0  313.34
   693  BLUE RUN           34  BLUE RUN          staging    -        197  200.0   3.0   (  36, 199,  17)   packedice   /ice    slide    4.98  +0.0  313.84
   694  BLUE RUN           34  BLUE RUN          staging    -        197  200.0   3.0   (  35, 199,  20)   spruce      /full   hop      3.04  +0.0  314.27
   695  BLUE RUN           34  BLUE RUN          staging    -        197  200.0   3.0   (  33, 199,  23)   blueice     /ice    slide    3.49  +0.0  314.61
   696  BLUE RUN           34  BLUE RUN          staging    -        197  200.0   3.0   (  30, 199,  26)   blueice     /ice    slide    4.12  +0.0  315.03
   697  BLUE RUN           34  BLUE RUN          ascent     design   197  200.0   3.0   (  28, 199,  29)   spruce      /full   hop      3.49  +0.0  315.52
   698  BLUE RUN           34  BLUE RUN          ascent     design   197  201.0   4.0   (  25, 200,  31)   blueice     /ice    slide    3.49  +1.0  315.87
   699  BLUE RUN           34  BLUE RUN          ascent     design   197  202.0   5.0   (  22, 201,  33)   packedice   /ice    slide    3.49  +1.0  316.21
   700  THE QUARRY         35  BLUE RUN          ascent     crossi   201  201.0   0.0   (  19, 200,  35)   terra_orange/floor  hop      3.49  -1.0  316.71
   701  THE QUARRY         35  THE QUARRY        cut        -        201  202.0   1.0   (  16, 201,  36)   lantern     /full   hop      3.04  +1.0  317.13
   702  THE QUARRY         35  THE QUARRY        cut        -        201  203.0   2.0   (  13, 202,  37)   spruce      /full   hop      3.04  +1.0  317.56
   703  THE QUARRY         35  THE QUARRY        cut        -        201  203.0   2.0   (  11, 202,  38)   sandstone   /full   walk     1.48  +0.0  317.83
   704  THE QUARRY         35  THE QUARRY        cut        -        201  204.0   3.0   (   8, 203,  38)   copper      /full   hop      3.09  +1.0  318.26
   705  THE QUARRY         35  THE QUARRY        cut        -        201  204.0   3.0   (   6, 203,  39)   copper      /full   walk     1.48  +0.0  318.52
   706  THE QUARRY         35  THE QUARRY        cut        -        201  203.0   2.0   (   1, 202,  40)   chiselled   /full   hop      4.98  -1.0  319.22
   707  THE QUARRY         35  THE QUARRY        cut        -        201  204.0   3.0   (  -2, 203,  42)   sandstone   /full   hop      3.10  +1.0  319.66
   708  THE QUARRY         35  THE QUARRY        cut        -        201  204.0   3.0   (  -6, 203,  44)   copper      /full   hop      4.26  +0.0  320.26
   709  THE QUARRY         35  THE QUARRY        landmark   -        201  205.0   4.0   (  -8, 204,  43)   sandstone   /full   hop      2.12  +1.0  320.56
   710  THE QUARRY         35  THE QUARRY        landmark   -        201  205.0   4.0   ( -12, 204,  42)   sandstone   /full   hop      4.00  +0.0  321.12
   711  THE QUARRY         35  THE QUARRY        benches    -        201  205.0   4.0   ( -13, 204,  38)   sandstone   /full   hop      4.00  +0.0  321.69
   712  THE QUARRY         35  THE QUARRY        spoil      -        201  206.0   5.0   ( -16, 205,  36)   terra_orange/full   hop      3.10  +1.0  322.12
   713  THE QUARRY         35  THE QUARRY        spoil      -        201  206.0   5.0   ( -18, 205,  35)   spruce      /full   walk     1.48  +0.0  322.39
   714  THE QUARRY         35  THE QUARRY        spoil      -        201  207.0   6.0   ( -21, 206,  33)   chiselled   /full   hop      3.10  +1.0  322.82
   715  THE QUARRY         35  THE QUARRY        spoil      -        201  206.0   5.0   ( -24, 205,  31)   copper      /full   hop      3.58  -1.0  323.33
   716  THE QUARRY         35  THE QUARRY        spoil      -        201  207.0   6.0   ( -27, 206,  29)   terra_orange/full   hop      3.10  +1.0  323.76
   717  THE QUARRY         35  THE QUARRY        spoil      -        201  207.0   6.0   ( -29, 206,  27)   spruce      /full   walk     1.87  +0.0  324.10
   718  THE QUARRY         35  THE QUARRY        spoil      -        201  208.0   7.0   ( -30, 207,  24)   chiselled   /full   hop      3.09  +1.0  324.53
   719  THE QUARRY         35  THE QUARRY        spoil      -        201  207.0   6.0   ( -32, 206,  22)   copper      /full   hop      2.71  -1.0  324.91
   720  THE QUARRY         35  THE QUARRY        spoil      -        201  207.0   6.0   ( -35, 206,  19)   terra_orange/full   hop      4.12  +0.0  325.49
   721  THE QUARRY         35  THE QUARRY        spoil      -        201  207.0   6.0   ( -36, 206,  15)   terra_orange/full   hop      4.00  +0.0  326.06
   722  THE QUARRY         35  THE QUARRY        ascent     design   201  207.0   6.0   ( -38, 206,  12)   lantern     /full   hop      3.49  +0.0  326.55
   723  THE QUARRY         35  THE QUARRY        ascent     design   201  209.0   8.0   ( -37, 208,   8)   sandstone   /full   bubble   3.42  +2.0  327.28
   724  THE QUARRY         35  THE QUARRY        ascent     design   201  210.0   9.0   ( -39, 209,   5)   copper      /full   hop      3.10  +1.0  327.72
   725  ROPE BRIDGE        36  THE QUARRY        ascent     crossi   209  209.0   0.0   ( -40, 208,   0)   grass       /floor  hop      4.98  -1.0  328.42
   726  ROPE BRIDGE        36  ROPE BRIDGE       bridgehead -        209  210.0   1.0   ( -40, 209,  -3)   lantern     /full   hop      2.88  +1.0  328.82
   727  ROPE BRIDGE        36  ROPE BRIDGE       bridgehead -        209  210.5   1.5   ( -39, 210,  -5)   spruce      /slab   walk     1.48  +0.5  329.10
   728  ROPE BRIDGE        36  ROPE BRIDGE       bridgehead -        209  211.0   2.0   ( -39, 210,  -8)   spruce      /full   hop      3.23  +0.5  329.56
   729  ROPE BRIDGE        36  ROPE BRIDGE       bridgehead -        209  212.0   3.0   ( -39, 211, -11)   spruce      /full   hop      2.88  +1.0  329.96
   730  ROPE BRIDGE        36  ROPE BRIDGE       bridgehead -        209  213.0   4.0   ( -38, 212, -14)   spruce      /full   hop      3.04  +1.0  330.39
   731  ROPE BRIDGE        36  ROPE BRIDGE       thespan    -        209  214.0   5.0   ( -37, 213, -17)   oak         /full   hop      3.04  +1.0  330.82
   732  ROPE BRIDGE        36  ROPE BRIDGE       thespan    -        209  215.0   6.0   ( -36, 214, -20)   oak         /full   hop      3.04  +1.0  331.25
   733  ROPE BRIDGE        36  ROPE BRIDGE       thespan    -        209  215.0   6.0   ( -34, 214, -23)   oak         /full   hop      3.49  +0.0  331.74
   734  ROPE BRIDGE        36  ROPE BRIDGE       thespan    -        209  214.0   5.0   ( -31, 213, -27)   mossy       /full   hop      4.88  -1.0  332.43
   735  ROPE BRIDGE        36  ROPE BRIDGE       thespan    -        209  215.0   6.0   ( -28, 214, -29)   coarse      /full   hop      3.10  +1.0  332.86
   736  ROPE BRIDGE        36  ROPE BRIDGE       shallows   -        209  215.0   6.0   ( -25, 214, -32)   mossy       /full   hop      4.22  +0.0  333.46
   737  ROPE BRIDGE        36  ROPE BRIDGE       planks     -        209  215.0   6.0   ( -23, 214, -34)   oak         /full   hop      2.71  +0.0  333.84
   738  ROPE BRIDGE        36  ROPE BRIDGE       planks     -        209  215.0   6.0   ( -21, 214, -35)   spruce      /full   walk     1.48  +0.0  334.10
   739  ROPE BRIDGE        36  ROPE BRIDGE       planks     -        209  215.0   6.0   ( -18, 214, -37)   oak         /full   hop      3.86  +0.0  334.64
   740  ROPE BRIDGE        36  ROPE BRIDGE       planks     -        209  215.0   6.0   ( -15, 214, -38)   oak         /full   hop      3.04  +0.0  335.07
   741  ROPE BRIDGE        36  ROPE BRIDGE       planks     -        209  215.0   6.0   ( -12, 214, -38)   spruce      /full   walk     2.32  +0.0  335.49
   742  ROPE BRIDGE        36  ROPE BRIDGE       planks     -        209  215.0   6.0   (  -9, 214, -40)   oak         /full   hop      3.78  +0.0  336.02
   743  ROPE BRIDGE        36  ROPE BRIDGE       planks     -        209  215.0   6.0   (  -6, 214, -39)   oak         /full   hop      3.04  +0.0  336.45
   744  ROPE BRIDGE        36  ROPE BRIDGE       planks     -        209  215.0   6.0   (  -3, 214, -39)   spruce      /full   walk     2.32  +0.0  336.86
   745  ROPE BRIDGE        36  ROPE BRIDGE       planks     -        209  215.0   6.0   (   0, 214, -40)   oak         /full   hop      3.37  +0.0  337.33
   746  ROPE BRIDGE        36  ROPE BRIDGE       planks     -        209  215.0   6.0   (   3, 214, -39)   oak         /full   hop      3.04  +0.0  337.76
   747  ROPE BRIDGE        36  ROPE BRIDGE       planks     -        209  215.0   6.0   (   6, 214, -39)   spruce      /full   walk     2.32  +0.0  338.18
   748  ROPE BRIDGE        36  ROPE BRIDGE       ascent     design   209  215.0   6.0   (   9, 214, -36)   lantern     /full   hop      4.24  +0.0  338.77
   749  ROPE BRIDGE        36  ROPE BRIDGE       ascent     design   209  217.0   8.0   (  14, 216, -34)   mossy       /full   bubble   4.65  +2.0  339.69
   750  ROPE BRIDGE        36  ROPE BRIDGE       ascent     crossi   209  217.0   8.0   (  16, 216, -33)   netherrack  /full   hop      2.48  +0.0  340.04
   751  BASALT FLUES       37  ROPE BRIDGE       ascent     crossi   216  216.0   0.0   (  20, 215, -33)   netherrack  /floor  hop      3.88  -1.0  340.59
